Fl_insurance ,,,,,,,,,,,,,,
,,,EA,HU,FL,FR,2011,2012,EQ,HU,FL,FR,LATI,LONGI
374180,FL,BROWARD COUNTY,0,306757.8,0,306757.8,306757.8,343100.62,0,0,0,0,26.038645,-80.239273
250214,FL,BROWARD COUNTY,0,153378.9,0,153378.9,153378.9,235911.93,0,0,0,0,26.040422,-80.236382
251997,FL,BROWARD COUNTY,0,5672981.7,0,5672981.7,5672981.7,7115229.51,0,0,0,0,26.028387,-80.24881
572651,FL,BROWARD COUNTY,3494880,3494880,3494880,3494880,3494880,4233669.67,0,174744,0,0,26.0077,-80.26026
310709,FL,BROWARD COUNTY,0,4176222.05,0,0,4176222.05,5478159.27,0,0,0,0,26.0077,-80.26026
425984,FL,BROWARD COUNTY,0,1242282.68,0,0,1242282.68,1276788.32,0,0,0,0,26.01292,-80.24744
273352,FL,BROWARD COUNTY,0,3491577.23,0,0,3491577.23,2480416.46,0,0,0,0,26.01375,-80.25042
108669,FL,BROWARD COUNTY,0,3071989.07,0,0,3071989.07,4094347.03,0,0,0,0,26.00813,-80.26427
114373,FL,BROWARD COUNTY,0,590060.08,0,0,590060.08,560518.72,0,0,0,0,26.037466,-80.225586
715696,FL,BROWARD COUNTY,0,29074.49,0,0,29074.49,35575.55,0,0,0,0,26.014709,-80.248253
386601,FL,BROWARD COUNTY,0,20564.36,0,0,20564.36,21558.03,0,0,0,0,26.019947,-80.247734
633186,FL,BROWARD COUNTY,0,1142565.66,0,0,1142565.66,1873562.04,0,0,0,0,26.038519,-80.239034
433349,FL,BROWARD COUNTY,0,5543.98,0,0,5543.98,5904.45,0,0,0,0,26.038519,-80.239034
148203,FL,BROWARD COUNTY,0,57156.9,0,0,57156.9,75618.58,0,0,0,0,26.041973,-80.240839
958509,FL,BROWARD COUNTY,0,44778.33,0,0,44778.33,68401.23,0,0,0,0,26.04061,-80.24172
990625,FL,BROWARD COUNTY,0,662750.71,0,0,662750.71,540550.08,0,0,0,0,26.041973,-80.240839
890045,FL,BROWARD COUNTY,0,1305547.56,0,0,1305547.56,1393071.47,0,0,0,0,26.041973,-80.240839
645585,FL,BROWARD COUNTY,0,106873.19,0,0,106873.19,127758.89,0,0,0,0,26.041973,-80.240839
861134,FL,BROWARD COUNTY,0,221225.15,0,0,221225.15,168131.11,0,0,0,0,26.041973,-80.240839
737886,FL,BROWARD COUNTY,0,119848.81,0,0,119848.81,139425.39,0,0,0,0,26.041973,-80.240839
372763,FL,BROWARD COUNTY,0,337684.72,0,0,337684.72,383431.55,0,0,0,0,26.041973,-80.240839
791146,FL,BROWARD COUNTY,0,247823.93,0,0,247823.93,238981.57,0,0,0,0,26.041973,-80.240839
841579,FL,BROWARD COUNTY,0,1267372.63,0,0,1267372.63,1170291.89,0,0,0,0,26.041973,-80.240839
194928,FL,BROWARD COUNTY,0,92923.45,0,0,92923.45,120225.29,0,0,0,0,26.041973,-80.240839
127973,FL,BROWARD COUNTY,0,3366.79,0,0,3366.79,4577.7,0,0,0,0,26.046158,-80.228658
606015,FL,BROWARD COUNTY,0,37034.71,0,0,37034.71,30427.35,0,0,0,0,26.038248,-80.248001
536921,FL,BROWARD COUNTY,0,56113.2,0,0,56113.2,78126.4,0,0,0,0,26.027185,-80.238213
127394,FL,BROWARD COUNTY,0,11222.64,0,0,11222.64,9599.85,0,0,0,0,26.027185,-80.238213
799807,FL,BROWARD COUNTY,0,143649.78,0,0,143649.78,197277.12,0,0,0,0,26.025667,-80.241135
384005,FL,BROWARD COUNTY,598075.2,598075.2,598075.2,598075.2,598075.2,776600.65,0,0,0,0,25.999432,-80.24791
399474,FL,BROWARD COUNTY,21420000,21420000,21420000,21420000,21420000,25290000,0,0,0,0,25.988564,-80.300674
469880,FL,BROWARD COUNTY,11340000,11340000,11340000,11340000,11340000,15030000,0,0,0,0,25.993247,-80.292421
559887,FL,BROWARD COUNTY,0,2018880.84,0,0,2018880.84,3059928.85,0,0,0,0,25.992849,-80.289345
636015,FL,BROWARD COUNTY,0,2018880.84,0,0,2018880.84,1975474.9,0,0,0,0,25.992849,-80.289345
563524,FL,BROWARD COUNTY,0,2018880.84,0,0,2018880.84,2746323.98,0,0,0,0,25.992849,-80.289345
124195,FL,BROWARD COUNTY,0,2018880.84,0,0,2018880.84,2179603.94,0,0,0,0,25.992849,-80.289345
287254,FL,BROWARD COUNTY,0,2018880.84,0,0,2018880.84,2487257.15,0,0,0,0,25.992849,-80.289345
664013,FL,BROWARD COUNTY,0,1584780.99,0,0,1584780.99,1681836.15,0,0,0,0,26.008321,-80.253546
617631,FL,BROWARD COUNTY,0,1584780.99,0,0,1584780.99,2333000.47,0,0,0,0,26.008321,-80.253546
357885,FL,BROWARD COUNTY,0,1584780.99,0,0,1584780.99,1764869.16,0,0,0,0,26.008321,-80.253546
585381,FL,BROWARD COUNTY,0,1409401.85,0,0,1409401.85,1515614.37,0,0,0,0,26.000677,-80.288414
189336,FL,BROWARD COUNTY,0,1409401.85,0,0,1409401.85,2281328.3,0,0,0,0,26.000677,-80.288414
704237,FL,BROWARD COUNTY,0,1409401.85,0,0,1409401.85,1959942.4,0,0,0,0,26.000677,-80.288414
654967,FL,BROWARD COUNTY,0,1409401.85,0,0,1409401.85,1618557.08,0,0,0,0,26.000677,-80.288414
692107,FL,BROWARD COUNTY,0,1927565.83,0,0,1927565.83,2963563.08,0,0,0,0,26.001276,-80.291443
142752,FL,BROWARD COUNTY,0,1927565.83,0,0,1927565.83,2564742,0,0,0,0,26.001276,-80.291443
466037,FL,BROWARD COUNTY,0,1927565.83,0,0,1927565.83,2658884.31,0,0,0,0,26.001276,-80.291443
757810,FL,BROWARD COUNTY,0,1927565.83,0,0,1927565.83,1677458.38,0,0,0,0,26.001276,-80.291443
705752,FL,BROWARD COUNTY,0,1927565.83,0,0,1927565.83,2182409.31,0,0,0,0,26.001276,-80.291443
448027,FL,BROWARD COUNTY,0,1927565.83,0,0,1927565.83,1892407.03,0,0,0,0,26.001276,-80.291443
689160,FL,BROWARD COUNTY,0,1927565.83,0,0,1927565.83,2342455.1,0,0,0,0,26.001276,-80.291443
888365,FL,BROWARD COUNTY,0,3698.64,0,0,3698.64,5073.03,0,0,0,0,25.98254,-80.24934
331168,FL,BROWARD COUNTY,0,19417.86,0,0,19417.86,18631.44,0,0,0,0,25.98254,-80.24934
392108,FL,BROWARD COUNTY,0,3698.64,0,0,3698.64,3704.26,0,0,0,0,25.98254,-80.24934
527652,FL,BROWARD COUNTY,0,3698.64,0,0,3698.64,5033.94,0,0,0,0,25.98254,-80.24934
105622,FL,BROWARD COUNTY,0,3698.64,0,0,3698.64,3402.73,0,0,0,0,25.98254,-80.24934
891545,FL,BROWARD COUNTY,0,1849.32,0,0,1849.32,2520.05,0,0,0,0,25.98254,-80.24934
435646,FL,BROWARD COUNTY,0,67500.18,0,0,67500.18,80174.01,0,0,0,0,25.98254,-80.24934
669955,FL,BROWARD COUNTY,0,6472.62,0,0,6472.62,10310.88,0,0,0,0,25.98254,-80.24934
980080,FL,BROWARD COUNTY,0,4623.3,0,4623.3,4623.3,6412.81,0,0,0,0,25.98254,-80.24934
103369,FL,BROWARD COUNTY,0,3698.64,0,0,3698.64,3552.54,0,0,0,0,25.98254,-80.24934
953637,FL,BROWARD COUNTY,0,6472.62,0,0,6472.62,10132.2,0,0,0,0,25.98254,-80.24934
975299,FL,BROWARD COUNTY,0,945000,0,945000,945000,1011764.25,0,0,0,0,25.988564,-80.300674
742867,FL,BROWARD COUNTY,0,91643.4,0,91643.4,91643.4,101980.78,0,0,0,0,25.988564,-80.300674
590884,FL,BROWARD COUNTY,0,3461375.67,0,0,3461375.67,4355795.14,0,0,0,0,25.976,-80.28256
273443,FL,BROWARD COUNTY,0,3080542.86,0,0,3080542.86,4395318.55,0,0,0,0,25.97846,-80.28259
601409,FL,BROWARD COUNTY,0,4977472.52,0,0,4977472.52,6868912.08,0,0,0,0,25.97959,-80.28039
150569,FL,BROWARD COUNTY,0,2297871.39,0,0,2297871.39,2154268.22,0,0,0,0,25.973846,-80.285934
386899,FL,BROWARD COUNTY,0,3172353.56,0,0,3172353.56,4111084.7,0,0,0,0,25.973526,-80.285919
907889,FL,BROWARD COUNTY,0,1849493.61,0,0,1849493.61,2605352.06,0,0,0,0,25.977846,-80.281494
409229,FL,BROWARD COUNTY,0,3665618.38,0,0,3665618.38,3625267.25,0,0,0,0,25.978962,-80.28157
397789,FL,BROWARD COUNTY,0,3404796.63,0,0,3404796.63,5700187.95,0,0,0,0,25.98284,-80.281311
126286,FL,BROWARD COUNTY,0,4597492.12,0,0,4597492.12,5996876.78,0,0,0,0,25.983435,-80.281334
505260,FL,BROWARD COUNTY,0,5589671.08,0,0,5589671.08,6219157.48,0,0,0,0,25.98398,-80.281532
593790,FL,BROWARD COUNTY,0,7443461.52,0,0,7443461.52,9990000,0,0,0,0,25.983822,-80.281593
768491,FL,BROWARD COUNTY,0,3356610.97,0,0,3356610.97,2677044.94,0,0,0,0,25.981743,-80.281273
905956,FL,BROWARD COUNTY,0,2183291.55,0,0,2183291.55,3533439.04,0,0,0,0,25.97716,-80.286247
386807,FL,BROWARD COUNTY,0,6005424.78,0,0,6005424.78,8768184.42,0,0,0,0,25.974182,-80.275139
854038,FL,BROWARD COUNTY,0,5836037.58,0,0,5836037.58,7206339.2,0,0,0,0,25.974129,-80.276741
702826,FL,BROWARD COUNTY,0,7806263.04,0,0,7806263.04,9810000,0,0,0,0,25.97529,-80.27338
931094,FL,BROWARD COUNTY,0,6409157.04,0,0,6409157.04,9810000,0,0,0,0,25.982538,-80.284691
606676,FL,BROWARD COUNTY,0,5378736.69,0,0,5378736.69,4634835.89,0,0,0,0,25.974073,-80.271965
263126,FL,BROWARD COUNTY,7622028,7622028,7622028,7622028,7622028,7783736.95,0,0,0,0,25.976053,-80.292099
109476,FL,BROWARD COUNTY,5682481.2,5682481.2,5682481.2,5682481.2,5682481.2,5443532.87,0,0,0,0,25.97684,-80.2914
556384,FL,BROWARD COUNTY,2913894,2913894,2913894,2913894,2913894,2364319.02,0,0,0,0,25.97231,-80.28511
627297,FL,BROWARD COUNTY,0,3905915.04,0,0,3905915.04,5320539.82,0,0,0,0,25.98114,-80.28043
741891,FL,BROWARD COUNTY,619141.5,619141.5,0,0,619141.5,506210.09,0,0,0,0,25.99154,-80.27812
104356,FL,BROWARD COUNTY,0,1415808.76,0,0,1415808.76,1034978.86,0,0,0,0,25.993259,-80.291634
921836,FL,BROWARD COUNTY,0,4673060.74,0,0,4673060.74,7573162.23,0,0,0,0,25.993259,-80.291634
896118,FL,BROWARD COUNTY,0,33361.46,0,0,33361.46,40826.91,0,0,0,0,25.99437,-80.25695
909803,FL,BROWARD COUNTY,0,14580000,0,0,14580000,23220000,0,0,0,0,25.997585,-80.249733
536931,FL,BROWARD COUNTY,0,85657.79,0,0,85657.79,108397.53,0,0,0,0,25.9898,-80.2776
441192,FL,BROWARD COUNTY,0,1196852.12,0,0,1196852.12,1710110.18,0,0,0,0,26.004087,-80.253082
326959,FL,BROWARD COUNTY,0,1182200.13,0,0,1182200.13,1669810.39,0,0,0,0,26.003302,-80.253052
655892,FL,BROWARD COUNTY,0,991827.04,0,0,991827.04,942542.17,0,0,0,0,25.999836,-80.25428
309884,FL,BROWARD COUNTY,0,27049.83,0,0,27049.83,37842.93,0,0,0,0,26.007401,-80.27166
691580,FL,BROWARD COUNTY,18270000,18270000,18270000,18270000,18270000,26730000,0,0,0,0,25.993958,-80.295769
744638,FL,BROWARD COUNTY,5975791.2,5975791.2,5975791.2,5975791.2,5975791.2,8384094.81,0,0,0,0,25.974075,-80.278236
439511,FL,BROWARD COUNTY,0,687510.26,0,0,687510.26,952074.52,0,0,0,0,25.999968,-80.301834
955393,FL,BROWARD COUNTY,0,600729.59,0,0,600729.59,767351.56,0,0,0,0,26.00121,-80.29541
107440,FL,BROWARD COUNTY,0,4216690.53,0,0,4216690.53,5687674.59,0,0,0,0,25.993494,-80.288544
294396,FL,BROWARD COUNTY,0,9540000,0,0,9540000,8720242.6,0,0,0,0,25.97221,-80.29705
682294,FL,BROWARD COUNTY,0,4096270.21,0,0,4096270.21,6076767.7,0,0,0,0,25.972208,-80.297104
612425,FL,BROWARD COUNTY,0,4022695.49,0,0,4022695.49,6692011.39,0,0,0,0,25.971399,-80.297134
590374,FL,BROWARD COUNTY,0,4279856.44,0,0,4279856.44,6555798.49,0,0,0,0,25.971388,-80.29911
253110,FL,BROWARD COUNTY,0,1572487.41,0,0,1572487.41,2304008.55,0,0,0,0,25.978596,-80.306801
344891,FL,BROWARD COUNTY,108900000,108900000,0,108900000,108900000,117900000,0,3258900,0,0,25.97529,-80.27338
519633,FL,BROWARD COUNTY,1943190,1943190,1943190,1943190,1943190,1905414.39,0,0,0,0,25.976635,-80.280518
831681,FL,BROWARD COUNTY,0,852649.2,0,852649.2,852649.2,791284.04,0,0,0,0,25.980472,-80.247252
983466,FL,BROWARD COUNTY,0,3709074.6,0,3709074.6,3709074.6,5377520.21,0,0,0,0,25.979131,-80.2472
861136,FL,BROWARD COUNTY,0,6511.36,0,0,6511.36,6770.9,0,0,0,0,25.996875,-80.175795
205539,FL,BROWARD COUNTY,38520000,38520000,38520000,38520000,38520000,62010000,0,0,0,0,26.00629,-80.30899
795294,FL,BROWARD COUNTY,0,351000,0,0,351000,585468,0,10530,0,0,26.008316,-80.279694
527590,FL,BROWARD COUNTY,0,196952.58,0,0,196952.58,188637.83,0,0,0,0,26.013691,-80.296318
516927,FL,BROWARD COUNTY,0,3007918.98,0,0,3007918.98,2569015.47,0,0,0,0,26.013691,-80.296318
563338,FL,BROWARD COUNTY,0,2773.98,0,0,2773.98,2991.9,0,0,0,0,26.02041,-80.29814
238352,FL,BROWARD COUNTY,0,11070000,0,0,11070000,9810000,0,0,0,0,26.007923,-80.293312
992280,FL,BROWARD COUNTY,0,4399003.57,0,0,4399003.57,3967179.78,0,0,0,0,26.007668,-80.295349
134900,FL,BROWARD COUNTY,0,2596127.12,0,0,2596127.12,3225926.79,0,0,0,0,26.029469,-80.31012
834240,FL,BROWARD COUNTY,0,4508304.74,0,0,4508304.74,6212804.6,0,0,0,0,26.010164,-80.283669
264789,FL,BROWARD COUNTY,0,441555.99,0,0,441555.99,530390.87,0,0,0,0,26.046747,-80.406823
159261,FL,BROWARD COUNTY,0,965949.37,0,0,965949.37,970828.38,0,0,0,0,26.0268,-80.2952
633141,FL,BROWARD COUNTY,9540000,9540000,9540000,9540000,9540000,17370000,0,0,0,0,26.029421,-80.311668
373566,FL,BROWARD COUNTY,0,265989.98,0,0,265989.98,211350.85,0,0,0,0,26.02327,-80.309755
675149,FL,BROWARD COUNTY,0,88362.77,0,0,88362.77,89483.21,0,0,0,0,26.020853,-80.285492
126874,FL,BROWARD COUNTY,0,7664.12,0,0,7664.12,8763.54,0,0,0,0,26.01728,-80.42512
768852,FL,BROWARD COUNTY,0,4183391.22,0,0,4183391.22,4561569.79,0,0,0,0,26.00614,-80.28115
732877,FL,BROWARD COUNTY,0,2168789.85,0,0,2168789.85,2143382.48,0,0,0,0,26.029551,-80.312538
445291,FL,BROWARD COUNTY,1802479.5,1802479.5,1802479.5,1802479.5,1802479.5,2415798.38,0,0,0,0,26.020464,-80.286461
697728,FL,BROWARD COUNTY,503919,503919,503919,503919,503919,432229.47,0,0,0,0,26.03487,-80.28296
288624,FL,BROWARD COUNTY,33200.1,33200.1,33200.1,33200.1,33200.1,27365.38,0,0,0,0,26.00917,-80.28588
267332,FL,BROWARD COUNTY,0,22320000,0,0,22320000,23850000,0,0,0,0,26.00969,-80.29198
584344,FL,BROWARD COUNTY,0,18000,0,18000,18000,18992.99,0,0,0,0,26.0094,-80.30291
705516,FL,BROWARD COUNTY,0,18000,0,18000,18000,15470.37,0,0,0,0,26.0094,-80.30291
610244,FL,BROWARD COUNTY,0,42745.91,0,0,42745.91,41386.59,0,0,0,0,26.042854,-80.303429
455069,FL,BROWARD COUNTY,0,134671.67,0,0,134671.67,148504.87,0,0,0,0,26.04195,-80.304905
476354,FL,BROWARD COUNTY,0,134671.67,0,0,134671.67,188238.67,0,0,0,0,26.042522,-80.304268
560654,FL,BROWARD COUNTY,0,134671.67,0,0,134671.67,198891.2,0,0,0,0,26.033497,-80.310059
770297,FL,BROWARD COUNTY,0,1153452.75,0,0,1153452.75,1624070.69,0,0,0,0,26.044304,-80.28698
662806,FL,BROWARD COUNTY,0,10901.67,0,0,10901.67,10507.79,0,0,0,0,26.04275,-80.30267
269461,FL,BROWARD COUNTY,0,2598.04,0,0,2598.04,3399.16,0,0,0,0,26.04275,-80.30267
850433,FL,BROWARD COUNTY,0,10393.29,0,0,10393.29,9013.1,0,0,0,0,26.02962,-80.29681
589498,FL,BROWARD COUNTY,35730000,35730000,0,35730000,35730000,47880000,0,0,0,0,26.008095,-80.280855
376813,FL,BROWARD COUNTY,0,70470000,0,0,70470000,91800000,0,0,0,0,26.007851,-80.303345
497145,FL,BROWARD COUNTY,0,79520.76,0,0,79520.76,76254.84,0,0,0,0,25.9785,-80.37104
819543,FL,BROWARD COUNTY,0,4426388.44,0,0,4426388.44,5977974.8,0,0,0,0,25.98456,-80.3391
938757,FL,BROWARD COUNTY,91800,91800,91800,91800,91800,107940.55,0,4590,4590,0,26.007587,-80.356339
760208,FL,BROWARD COUNTY,0,781895.77,0,0,781895.77,1099479.95,0,0,0,0,25.98123,-80.35795
531966,FL,BROWARD COUNTY,1371217.5,1371217.5,1371217.5,1371217.5,1371217.5,2212859.83,0,0,0,0,26.00821,-80.35479
885268,FL,BROWARD COUNTY,1050228,1050228,1050228,1050228,1050228,851251.8,0,52511.4,0,0,25.97914,-80.33853
865302,FL,BROWARD COUNTY,91076.4,91076.4,0,0,91076.4,87214.76,0,0,0,0,26.007629,-80.331055
236834,FL,BROWARD COUNTY,562868.1,562868.1,0,0,562868.1,814684.03,0,0,0,0,26.00831,-80.3712
357660,FL,BROWARD COUNTY,0,2189826.08,0,0,2189826.08,2774165.84,0,0,0,0,25.993237,-80.332138
525881,FL,BROWARD COUNTY,0,5409.97,0,0,5409.97,7933.56,0,0,0,0,26.00677,-80.350715
532540,FL,BROWARD COUNTY,0,297548.11,0,0,297548.11,444019.15,0,0,0,0,25.993237,-80.332222
433694,FL,BROWARD COUNTY,0,551117.71,0,0,551117.71,607331.72,0,0,0,0,25.993237,-80.331978
375144,FL,BROWARD COUNTY,0,2434484.56,0,0,2434484.56,3662433.7,0,0,0,0,25.993237,-80.331978
616091,FL,BROWARD COUNTY,0,14850000,0,0,14850000,15930000,0,0,0,0,25.982281,-80.339973
622504,FL,BROWARD COUNTY,0,76500,0,76500,76500,67558.37,0,3825,0,0,25.959846,-80.312752
332167,FL,BROWARD COUNTY,0,465300,0,465300,465300,617903.51,0,23265,0,0,25.959459,-80.312286
703432,FL,BROWARD COUNTY,0,18000,0,18000,18000,22726.8,0,900,0,0,25.959459,-80.312286
939531,FL,BROWARD COUNTY,0,3596421.86,0,0,3596421.86,3188530.08,0,0,0,0,26.00883,-80.3299
772520,FL,BROWARD COUNTY,1764000,1764000,1764000,1764000,1764000,2233506.24,0,88200,0,0,26.00786,-80.32843
934876,FL,BROWARD COUNTY,0,8526146.59,0,0,8526146.59,10080000,0,0,0,0,26.00883,-80.33206
799706,FL,BROWARD COUNTY,1721250,1721250,1721250,1721250,1721250,2042263.13,0,86062.5,0,0,26.00883,-80.33206
619500,FL,BROWARD COUNTY,0,591135.75,0,0,591135.75,638402.96,0,0,0,0,25.96327,-80.36685
476422,FL,BROWARD COUNTY,581445,581445,581445,581445,581445,627994.32,0,0,0,0,25.9838,-80.3412
224006,FL,BROWARD COUNTY,581445,581445,581445,581445,581445,1012073.63,0,0,0,0,25.9955,-80.36632
688601,FL,BROWARD COUNTY,0,551403.68,0,0,551403.68,805931.61,0,0,0,0,26.00688,-80.36892
440718,FL,BROWARD COUNTY,500042.7,500042.7,500042.7,500042.7,500042.7,396429.85,0,0,0,0,25.959648,-80.354698
696990,FL,BROWARD COUNTY,0,498695.69,0,0,498695.69,467976.03,0,0,0,0,25.970938,-80.359406
806964,FL,BROWARD COUNTY,0,35280000,0,0,35280000,44280000,0,0,0,0,25.982468,-80.346268
900989,FL,BROWARD COUNTY,0,18180000,0,0,18180000,25920000,0,0,0,0,25.97565,-80.35849
176189,FL,BROWARD COUNTY,0,16740000,0,0,16740000,21780000,0,0,0,0,25.975988,-80.346207
203447,FL,BROWARD COUNTY,0,9720000,0,0,9720000,10980000,0,0,0,0,25.980715,-80.340034
832544,FL,BROWARD COUNTY,0,1310400,0,1310400,1310400,995505.64,0,0,0,0,25.97922,-80.37523
594025,FL,BROWARD COUNTY,0,2584211.4,0,2584211.4,2584211.4,3648738.52,0,0,0,0,26.006323,-80.336555
715149,FL,BROWARD COUNTY,0,8669.49,0,0,8669.49,8941.02,0,0,0,0,25.96912,-80.311935
494457,FL,BROWARD COUNTY,0,3198.45,0,0,3198.45,3623.01,0,0,0,0,26.043123,-80.345523
364167,FL,BROWARD COUNTY,0,9720000,0,0,9720000,13950000,0,0,0,0,26.00763,-80.32845
671554,FL,BROWARD COUNTY,0,31654.22,0,0,31654.22,48329.16,0,0,0,0,26.01857,-80.31674
391944,FL,BROWARD COUNTY,0,145755.3,0,0,145755.3,215312.06,0,0,0,0,26.01857,-80.31674
513976,FL,BROWARD COUNTY,0,12253.25,0,0,12253.25,10818.91,0,0,0,0,26.01857,-80.31674
646986,FL,BROWARD COUNTY,0,598658.69,0,0,598658.69,775363.58,0,0,0,0,26.01857,-80.31674
513838,FL,BROWARD COUNTY,0,638841.87,0,0,638841.87,1054324.81,0,0,0,0,26.01857,-80.31674
976666,FL,BROWARD COUNTY,0,891567.84,0,0,891567.84,1250834.02,0,0,0,0,26.01857,-80.31674
972872,FL,BROWARD COUNTY,0,83973.04,0,0,83973.04,137900.53,0,0,0,0,26.01857,-80.31674
648682,FL,BROWARD COUNTY,0,27229.74,0,0,27229.74,43814.46,0,0,0,0,26.01857,-80.31674
924889,FL,BROWARD COUNTY,0,6550838.92,0,0,6550838.92,10170000,0,0,0,0,26.01857,-80.31674
179954,FL,BROWARD COUNTY,0,14295.46,0,0,14295.46,19976.47,0,0,0,0,26.01857,-80.31674
962507,FL,BROWARD COUNTY,0,159656.9,0,0,159656.9,187682.92,0,0,0,0,26.01857,-80.31674
400178,FL,BROWARD COUNTY,0,73446.55,0,0,73446.55,90580.31,0,0,0,0,26.01857,-80.31674
666274,FL,BROWARD COUNTY,0,2890180.17,0,0,2890180.17,4455894.81,0,0,0,0,26.01857,-80.31674
277323,FL,BROWARD COUNTY,0,288531.5,0,0,288531.5,411174.7,0,0,0,0,26.027275,-80.36157
796219,FL,BROWARD COUNTY,0,432797.26,0,0,432797.26,594582.93,0,0,0,0,26.027275,-80.36157
251158,FL,BROWARD COUNTY,0,685262.32,0,0,685262.32,685193.79,0,0,0,0,26.01406,-80.32172
276140,FL,BROWARD COUNTY,0,547308.2,0,0,547308.2,556244.64,0,0,0,0,26.01406,-80.32172
839808,FL,BROWARD COUNTY,0,387714.21,0,0,387714.21,572576.34,0,0,0,0,26.01406,-80.32172
870483,FL,BROWARD COUNTY,596950.2,596950.2,596950.2,596950.2,596950.2,613321.56,0,0,0,0,26.02796,-80.34229
800557,FL,BROWARD COUNTY,542682,542682,542682,542682,542682,435990.72,0,0,0,0,26.0177,-80.3383
329002,FL,BROWARD COUNTY,0,35730000,0,0,35730000,49230000,0,0,0,0,26.009253,-80.321747
466061,FL,BROWARD COUNTY,9720000,9720000,9720000,9720000,9720000,7848054.69,0,0,0,0,25.978653,-80.392241
472243,FL,BROWARD COUNTY,0,545501.78,0,0,545501.78,627264.32,0,0,0,0,25.9817,-80.40453
150587,FL,BROWARD COUNTY,0,4639584.6,0,4639584.6,4639584.6,6049869.85,0,0,0,0,26.00935,-80.39421
453218,FL,BROWARD COUNTY,0,2581650.72,0,0,2581650.72,3873095.68,0,0,0,0,26.01448,-80.39331
429170,FL,BROWARD COUNTY,0,75822.12,0,0,75822.12,93898.11,0,0,0,0,26.01448,-80.39331
718828,FL,BROWARD COUNTY,64260000,64260000,0,0,64260000,70470000,0,0,0,0,26.022154,-80.430321
399405,FL,BROWARD COUNTY,0,25246.51,0,0,25246.51,29333.06,0,0,0,0,26.02189,-80.33452
536122,FL,BROWARD COUNTY,0,40574.74,0,0,40574.74,37653.36,0,0,0,0,26.02189,-80.33452
263180,FL,BROWARD COUNTY,0,238940.15,0,0,238940.15,312705.75,0,0,0,0,26.02189,-80.33452
564540,FL,BROWARD COUNTY,0,175823.88,0,0,175823.88,139792.65,0,0,0,0,26.00922,-80.321925
512052,FL,BROWARD COUNTY,0,476076.98,0,0,476076.98,417171.02,0,0,0,0,26.002235,-80.37648
264521,FL,BROWARD COUNTY,0,23894.02,0,0,23894.02,17920.51,0,0,0,0,26.00922,-80.321925
277298,FL,BROWARD COUNTY,0,91518.59,0,0,91518.59,131854.3,0,0,0,0,26.015234,-80.425041
581251,FL,BROWARD COUNTY,0,135249.14,0,0,135249.14,206173.79,0,0,0,0,26.015234,-80.425041
124957,FL,BROWARD COUNTY,0,91067.76,0,0,91067.76,107869.76,0,0,0,0,25.99018,-80.376005
300131,FL,BROWARD COUNTY,0,112707.62,0,0,112707.62,160328.84,0,0,0,0,25.99018,-80.376005
502844,FL,BROWARD COUNTY,0,36066.44,0,0,36066.44,55117.99,0,0,0,0,26.015234,-80.425041
922020,FL,BROWARD COUNTY,0,237960,0,237960,237960,226995.99,0,11898,0,0,26.010555,-80.422485
293373,FL,BROWARD COUNTY,1087147.8,1087147.8,1087147.8,1087147.8,1087147.8,1483469.7,0,0,0,0,26.00823,-80.37795
533522,FL,BROWARD COUNTY,0,6750,0,6750,6750,7788.31,0,337.5,0,0,26.015091,-80.425438
215761,FL,BROWARD COUNTY,0,360000,0,360000,360000,325853.28,0,18000,0,0,26.015091,-80.425438
891774,FL,BROWARD COUNTY,0,45000,0,45000,45000,66593.34,0,2250,0,0,26.015091,-80.425606
120010,FL,BROWARD COUNTY,0,845566.39,0,0,845566.39,1195394.12,0,0,0,0,26.0014,-80.3964
244283,FL,BROWARD COUNTY,0,8503.39,0,0,8503.39,7877.88,0,0,0,0,25.973345,-80.375555
741157,FL,BROWARD COUNTY,0,243000,0,243000,243000,335083.39,0,7290,0,0,26.00677,-80.41608
300553,FL,MIAMI DADE COUNTY,161370,161370,161370,161370,161370,270830.5,0,0,0,0,25.475292,-80.479141
667568,FL,MIAMI DADE COUNTY,94500,94500,94500,94500,94500,118607.9,0,0,0,0,25.47555,-80.47923
624997,FL,MIAMI DADE COUNTY,26730,26730,26730,26730,26730,33001.39,0,0,0,0,25.47588,-80.47832
347488,FL,MIAMI DADE COUNTY,0,68424.84,0,0,68424.84,95009.26,0,0,0,0,25.468838,-80.476807
781056,FL,MIAMI DADE COUNTY,0,1245517.02,0,0,1245517.02,1420487.25,0,0,0,0,25.468838,-80.476807
119042,FL,MIAMI DADE COUNTY,0,3698.64,0,0,3698.64,3894.67,0,0,0,0,25.468838,-80.476807
602553,FL,MIAMI DADE COUNTY,0,4623.3,0,4623.3,4623.3,5661.28,0,0,0,0,25.46888,-80.47533
231617,FL,MIAMI DADE COUNTY,0,17550000,0,17550000,17550000,22770000,0,0,0,0,25.474195,-80.474861
334469,FL,MIAMI DADE COUNTY,0,545186.52,0,0,545186.52,739246.75,0,0,0,0,25.493689,-80.466743
314589,FL,MIAMI DADE COUNTY,0,619153.11,0,0,619153.11,837082.62,0,0,0,0,25.493689,-80.466743
377407,FL,MIAMI DADE COUNTY,0,387320.94,0,0,387320.94,302110.33,0,0,0,0,25.493689,-80.466743
